agent1_strategy,agent1_reward,agent2_strategy,agent2_reward,temptation,reward,punishment,sucker,agent1_final_strategy,agent1_defection_ratio,agent2_final_strategy,agent2_defection_ratio,agent1_updating_times,agent2_updating_times,thresh
7006.0,7006.0,6006.0,7006.0,1.37,1.0,0.0,-0.82,1.0,0.8889523148536682,1.0,0.8958035707473755,540.0,540.0,2
7006.0,8006.0,8006.0,8006.0,1.92,1.0,0.0,-0.04,0.0,0.0758181363344192,0.0,0.0821883603930473,620.0,620.0,2
6006.0,4006.0,6006.0,5006.0,1.15,1.0,0.0,-0.23,1.0,0.8942723870277405,1.0,0.8894438743591309,560.0,560.0,2
15006.0,15006.0,15006.0,15006.0,1.01,1.0,0.0,-0.07,0.0,0.7263094782829285,0.0,0.7680261135101318,1140.0,1140.0,2
7006.0,7006.0,8006.0,7006.0,1.44,1.0,0.0,-0.11,0.0,0.1493879556655883,0.0,0.140394702553749,540.0,540.0,2
8006.0,28006.0,8006.0,29006.0,2.38,1.0,0.0,-0.41,1.0,0.9693167209625244,1.0,0.9673515558242798,2060.0,2060.0,2
6006.0,8006.0,7006.0,6006.0,1.12,1.0,0.0,-0.09,0.0,0.3398700952529907,0.0,0.2640519738197326,700.0,700.0,2
7006.0,22006.0,17006.0,22006.0,2.21,1.0,0.0,-0.91,1.0,0.9702354073524476,1.0,0.971280574798584,1740.0,1740.0,2
9006.0,11006.0,8006.0,11006.0,2.33,1.0,0.0,-0.81,1.0,0.9353988766670228,1.0,0.9330365061759948,860.0,860.0,2
8006.0,8006.0,8006.0,7006.0,1.32,1.0,0.0,-0.96,1.0,0.9224331974983216,1.0,0.920559585094452,460.0,460.0,2
7006.0,10006.0,8006.0,10006.0,2.16,1.0,0.0,-0.68,1.0,0.9520288109779358,1.0,0.9460324048995972,760.0,760.0,2
9006.0,9006.0,9006.0,8006.0,1.47,1.0,0.0,-0.62,1.0,0.8493226766586304,1.0,0.8563179969787598,560.0,560.0,2
6006.0,11006.0,6006.0,11006.0,2.02,1.0,0.0,-0.73,1.0,0.9391241073608398,1.0,0.9438487887382508,940.0,940.0,2
7006.0,10006.0,8006.0,7006.0,1.67,1.0,0.0,-0.18,0.0,0.0677593424916267,0.0,0.0718568861484527,780.0,780.0,2
6006.0,11006.0,10006.0,10006.0,1.79,1.0,0.0,-0.65,1.0,0.8236416578292847,1.0,0.8683445453643799,920.0,920.0,2
11006.0,10006.0,11006.0,10006.0,1.01,1.0,0.0,-0.72,1.0,0.9229511022567748,1.0,0.9216790795326232,560.0,560.0,2
6006.0,10006.0,10006.0,10006.0,2.18,1.0,0.0,-0.46,0.0,0.076753944158554,0.0,0.1469118595123291,840.0,840.0,2
7006.0,10006.0,6006.0,10006.0,1.46,1.0,0.0,-0.86,1.0,0.9299420118331908,1.0,0.942434549331665,700.0,700.0,2
9006.0,7006.0,7006.0,9006.0,1.07,1.0,0.0,-0.21,1.0,0.8325560688972473,1.0,0.8518764972686768,720.0,720.0,2
7006.0,9006.0,8006.0,9006.0,1.01,1.0,0.0,-0.93,1.0,0.9344881176948548,1.0,0.932822585105896,700.0,700.0,2
6006.0,7006.0,7006.0,7006.0,1.52,1.0,0.0,-0.02,0.0,0.1223237216472625,0.0,0.1488723903894424,580.0,580.0,2
6006.0,7006.0,6006.0,7006.0,1.77,1.0,0.0,-0.24,0.0,0.1407365053892135,0.0,0.1403083056211471,620.0,620.0,2
7006.0,11006.0,7006.0,10006.0,1.01,1.0,0.0,-0.8,1.0,0.9311285018920898,1.0,0.9333090782165528,720.0,720.0,2
9006.0,9006.0,9006.0,8006.0,1.92,1.0,0.0,-0.99,1.0,0.8937374949455261,1.0,0.8932933807373047,540.0,540.0,2
8006.0,7006.0,8006.0,9006.0,1.12,1.0,0.0,-0.19,1.0,0.834221601486206,1.0,0.7819231748580933,620.0,620.0,2
6006.0,12006.0,7006.0,10006.0,1.76,1.0,0.0,-0.3,1.0,0.9406962990760804,1.0,0.9382808804512024,920.0,920.0,2
7006.0,6006.0,6006.0,7006.0,1.06,1.0,0.0,-0.28,1.0,0.884242057800293,1.0,0.8838138580322266,540.0,540.0,2
6006.0,8006.0,6006.0,11006.0,1.79,1.0,0.0,-0.24,0.0,0.0544248595833778,0.0,0.0536071248352527,980.0,980.0,2
8006.0,6006.0,8006.0,7006.0,1.63,1.0,0.0,-0.93,1.0,0.9133149981498718,1.0,0.9068198800086976,560.0,560.0,2
7006.0,12006.0,7006.0,12006.0,2.52,1.0,0.0,-0.65,1.0,0.9474429488182068,1.0,0.948775589466095,880.0,880.0,2
7006.0,9006.0,8006.0,9006.0,1.09,1.0,0.0,-0.89,1.0,0.9165000915527344,1.0,0.9261603355407716,740.0,740.0,2
7006.0,6006.0,6006.0,6006.0,1.26,1.0,0.0,-0.15,0.0,0.217527836561203,0.0,0.2101056277751922,580.0,580.0,2
7006.0,9006.0,10006.0,11006.0,1.01,1.0,0.0,-0.38,1.0,0.9265854954719543,1.0,0.892240583896637,700.0,700.0,2
6006.0,8006.0,6006.0,8006.0,2.52,1.0,0.0,-0.67,1.0,0.9424181580543518,1.0,0.9456657767295836,680.0,680.0,2
11006.0,10006.0,7006.0,10006.0,2.67,1.0,0.0,-0.94,1.0,0.9471197724342346,1.0,0.944939136505127,840.0,840.0,2
6006.0,7006.0,6006.0,7006.0,1.29,1.0,0.0,-0.69,1.0,0.925064206123352,1.0,0.9307736158370972,500.0,500.0,2
7006.0,8006.0,7006.0,7006.0,2.04,1.0,0.0,-0.68,1.0,0.9129403233528136,1.0,0.9118161201477052,480.0,480.0,2
8006.0,7006.0,7006.0,7006.0,2.0,1.0,0.0,-0.28,1.0,0.8166375160217285,1.0,0.7002248167991638,620.0,620.0,2
11006.0,12006.0,8006.0,12006.0,1.67,1.0,0.0,-0.37,0.0,0.175995334982872,0.0,0.1320173293352127,920.0,920.0,2
8006.0,9006.0,7006.0,7006.0,1.5,1.0,0.0,-0.12,0.0,0.1061514541506767,0.0,0.1394625753164291,620.0,620.0,2
7006.0,5006.0,7006.0,7006.0,1.22,1.0,0.0,-0.53,1.0,0.8992292284965515,1.0,0.9035112857818604,520.0,520.0,2
8006.0,8006.0,7006.0,8006.0,1.01,1.0,0.0,-0.88,1.0,0.9124406576156616,1.0,0.9174368977546692,560.0,560.0,2
7006.0,6006.0,6006.0,7006.0,2.13,1.0,0.0,-0.29,0.0,0.1129032224416732,0.0,0.1119040846824646,580.0,580.0,2
7006.0,7006.0,7006.0,7006.0,2.1,1.0,0.0,-0.25,0.0,0.1221809908747673,0.0,0.1375963389873504,520.0,520.0,2
8006.0,8006.0,7006.0,8006.0,1.84,1.0,0.0,-0.44,1.0,0.9203097820281982,1.0,0.9196852445602416,580.0,580.0,2
8006.0,6006.0,7006.0,8006.0,1.29,1.0,0.0,-0.24,1.0,0.8303772211074829,1.0,0.7553085088729858,540.0,540.0,2
7006.0,7006.0,7006.0,7006.0,1.4,1.0,0.0,-0.51,1.0,0.9100770950317384,1.0,0.9026548862457277,560.0,560.0,2
7006.0,7006.0,7006.0,7006.0,2.02,1.0,0.0,-0.48,1.0,0.880959153175354,1.0,0.8846702575683594,560.0,560.0,2
7006.0,6006.0,8006.0,7006.0,2.39,1.0,0.0,-0.58,1.0,0.9019485116004944,1.0,0.8914564251899719,620.0,620.0,2
7006.0,7006.0,8006.0,6006.0,2.72,1.0,0.0,-0.97,1.0,0.894204318523407,1.0,0.8984511494636536,640.0,640.0,2
6006.0,14006.0,6006.0,14006.0,2.42,1.0,0.0,-0.89,1.0,0.9550192952156068,1.0,0.9481650590896606,1040.0,1040.0,2
8006.0,6006.0,8006.0,5006.0,1.01,1.0,0.0,-0.63,1.0,0.9311766028404236,1.0,0.9319260716438293,540.0,540.0,3
7006.0,6006.0,8006.0,7006.0,1.6,1.0,0.0,-0.06,0.0,0.11541344225406647,0.0,0.13689732551574707,580.0,580.0,3
8006.0,7006.0,8006.0,7006.0,1.27,1.0,0.0,-0.28,0.0,0.17599301040172577,0.0,0.17761678993701935,640.0,640.0,3
8006.0,9006.0,7006.0,9006.0,1.62,1.0,0.0,-0.41,0.0,0.14345991611480713,0.0,0.22051964700222015,640.0,640.0,3
11006.0,9006.0,8006.0,10006.0,2.65,1.0,0.0,-0.85,1.0,0.8906051516532898,1.0,0.8923314809799194,800.0,800.0,3
7006.0,6006.0,9006.0,5006.0,1.32,1.0,0.0,-0.85,1.0,0.9384854435920715,1.0,0.9381523132324219,760.0,760.0,3
8006.0,8006.0,8006.0,4006.0,1.68,1.0,0.0,-0.94,1.0,0.9155633449554443,1.0,0.9148138761520386,600.0,600.0,3
8006.0,9006.0,7006.0,9006.0,1.81,1.0,0.0,-0.14,0.0,0.07395070046186447,0.0,0.07028647512197495,720.0,720.0,3
6006.0,6006.0,7006.0,6006.0,1.17,1.0,0.0,-0.4,1.0,0.9006565809249878,1.0,0.9047958850860596,580.0,580.0,3
6006.0,8006.0,6006.0,6006.0,1.01,1.0,0.0,-0.3,0.0,0.23819635808467865,0.0,0.16162878274917603,600.0,600.0,3
10006.0,9006.0,8006.0,9006.0,1.44,1.0,0.0,-0.98,1.0,0.9106535911560059,1.0,0.9061563014984131,680.0,680.0,3
17006.0,17006.0,17006.0,17006.0,1.01,1.0,0.0,-0.04,0.0,0.7095142602920532,0.0,0.6163119077682495,1220.0,1220.0,3
7006.0,10006.0,8006.0,11006.0,2.07,1.0,0.0,-0.18,0.0,0.0883154645562172,0.0,0.09594766795635223,820.0,820.0,3
7006.0,15006.0,8006.0,15006.0,2.4,1.0,0.0,-0.79,1.0,0.9577502608299255,1.0,0.9574836492538452,1320.0,1320.0,3
8006.0,11006.0,11006.0,11006.0,2.08,1.0,0.0,-0.82,1.0,0.9349445700645447,1.0,0.9329456686973572,840.0,840.0,3
9006.0,,7006.0,,2.55,1.0,0.0,-0.82,-1.0,0.03139372169971466,-1.0,0.03099380061030388,2340.0,2340.0,3
8006.0,10006.0,8006.0,8006.0,2.32,1.0,0.0,-0.7,1.0,0.9439336657524109,1.0,0.9464321136474609,640.0,640.0,3
10006.0,10006.0,9006.0,7006.0,1.12,1.0,0.0,-0.48,1.0,0.8797721266746521,1.0,0.8701778650283813,580.0,580.0,3
7006.0,23006.0,7006.0,19006.0,2.37,1.0,0.0,-0.57,1.0,0.9638789892196655,1.0,0.963748574256897,1700.0,1700.0,3
9006.0,11006.0,8006.0,11006.0,1.83,1.0,0.0,-0.71,1.0,0.9248591661453247,1.0,0.9219516515731812,760.0,760.0,3
7006.0,8006.0,7006.0,8006.0,2.08,1.0,0.0,-0.39,0.0,0.1473894566297531,0.0,0.13889582455158234,640.0,640.0,3
6006.0,6006.0,6006.0,6006.0,2.64,1.0,0.0,-0.86,1.0,0.9055944085121155,1.0,0.9120879173278809,580.0,580.0,3
8006.0,8006.0,8006.0,7006.0,1.41,1.0,0.0,-0.71,1.0,0.9060704708099365,1.0,0.9016987085342407,620.0,620.0,3
8006.0,5006.0,9006.0,7006.0,1.01,1.0,0.0,-0.64,1.0,0.8840773105621338,1.0,0.8889629244804382,660.0,660.0,3
9006.0,8006.0,8006.0,7006.0,1.2,1.0,0.0,-0.55,1.0,0.9163890480995178,1.0,0.9181656837463379,560.0,560.0,3
7006.0,7006.0,9006.0,9006.0,1.41,1.0,0.0,-0.22,0.0,0.0651787668466568,0.0,0.06551188230514526,700.0,700.0,3
7006.0,7006.0,7006.0,8006.0,2.43,1.0,0.0,-0.8,1.0,0.9221833348274231,1.0,0.9150636792182922,640.0,640.0,3
6006.0,9006.0,7006.0,9006.0,2.25,1.0,0.0,-0.49,0.0,0.08372196555137634,0.0,0.0786142572760582,800.0,800.0,3
8006.0,7006.0,8006.0,8006.0,1.01,1.0,0.0,-0.41,1.0,0.8947039842605591,1.0,0.8853359818458557,520.0,520.0,3
9006.0,13006.0,13006.0,13006.0,1.9,1.0,0.0,-0.95,1.0,0.9573273658752441,1.0,0.9561740756034851,960.0,960.0,3
6006.0,6006.0,6006.0,5006.0,1.47,1.0,0.0,-0.4,0.0,0.19114218652248383,0.0,0.22344322502613068,520.0,520.0,3
6006.0,6006.0,6006.0,6006.0,1.26,1.0,0.0,-0.83,1.0,0.9129204154014587,1.0,0.9107559323310852,480.0,480.0,3
8006.0,9006.0,7006.0,7006.0,1.06,1.0,0.0,-0.94,1.0,0.8778591752052307,1.0,0.8825227618217468,640.0,640.0,3
7006.0,7006.0,7006.0,7006.0,1.23,1.0,0.0,-0.06,0.0,0.14202111959457397,0.0,0.18683984875679016,440.0,440.0,3
10006.0,12006.0,11006.0,10006.0,1.96,1.0,0.0,-0.04,0.0,0.08062635362148285,0.0,0.07996001839637756,680.0,680.0,3
7006.0,12006.0,7006.0,7006.0,1.26,1.0,0.0,-0.2,0.0,0.1851574182510376,0.0,0.18257537484169006,840.0,840.0,3
9006.0,8006.0,8006.0,9006.0,1.79,1.0,0.0,-0.7,1.0,0.9001776576042175,1.0,0.895625114440918,740.0,740.0,3
9006.0,9006.0,7006.0,10006.0,2.27,1.0,0.0,-0.9,1.0,0.9242454767227173,1.0,0.926943838596344,600.0,600.0,3
11006.0,14006.0,9006.0,13006.0,1.36,1.0,0.0,-0.32,0.0,0.12294730544090271,0.0,0.16342996060848236,980.0,980.0,3
8006.0,11006.0,7006.0,10006.0,2.5,1.0,0.0,-0.56,1.0,0.9136834740638733,1.0,0.9161366820335388,840.0,840.0,3
8006.0,11006.0,8006.0,7006.0,2.79,1.0,0.0,-0.88,1.0,0.9245865941047668,1.0,0.9232236742973328,720.0,720.0,3
8006.0,6006.0,8006.0,9006.0,1.24,1.0,0.0,-0.51,1.0,0.9405951499938965,1.0,0.9391517043113708,640.0,640.0,3
7006.0,9006.0,8006.0,9006.0,1.88,1.0,0.0,-0.97,1.0,0.8972907066345215,1.0,0.8994004130363464,640.0,640.0,3
14006.0,18006.0,9006.0,19006.0,1.2,1.0,0.0,-0.1,0.0,0.1437440812587738,0.0,0.1401662677526474,1240.0,1240.0,3
7006.0,7006.0,7006.0,5006.0,1.36,1.0,0.0,-0.74,1.0,0.893234372138977,1.0,0.8890950679779053,520.0,520.0,3
7006.0,8006.0,8006.0,7006.0,1.01,1.0,0.0,-0.34,1.0,0.9060704708099365,1.0,0.8813390135765076,580.0,580.0,3
8006.0,9006.0,9006.0,8006.0,1.95,1.0,0.0,-0.69,1.0,0.9155007600784302,1.0,0.9155007600784302,560.0,560.0,3
6006.0,8006.0,7006.0,7006.0,1.65,1.0,0.0,-0.49,1.0,0.9264301657676697,1.0,0.9199350476264954,680.0,680.0,3
8006.0,8006.0,8006.0,9006.0,1.01,1.0,0.0,-0.46,1.0,0.8880746364593506,1.0,0.886186957359314,560.0,560.0,3
7006.0,5006.0,7006.0,6006.0,1.37,1.0,0.0,-0.82,1.0,0.9145018458366394,1.0,0.9099343419075012,540.0,540.0,3
7006.0,11006.0,7006.0,11006.0,1.92,1.0,0.0,-0.04,0.0,0.07659458369016647,0.0,0.07477739453315735,640.0,640.0,3
6006.0,6006.0,7006.0,7006.0,1.15,1.0,0.0,-0.23,0.0,0.14487582445144653,0.0,0.18955181539058685,560.0,560.0,3
19006.0,29006.0,,27006.0,1.01,1.0,0.0,-0.07,-1.0,0.7919415831565857,-1.0,0.8466973304748535,2220.0,2220.0,3
7006.0,8006.0,7006.0,8006.0,1.44,1.0,0.0,-0.11,0.0,0.13639770448207855,0.0,0.17386959493160248,560.0,560.0,3
9006.0,12006.0,9006.0,10006.0,2.38,1.0,0.0,-0.41,1.0,0.9177911281585693,1.0,0.9175412058830261,780.0,780.0,3
22006.0,22006.0,22006.0,22006.0,1.12,1.0,0.0,-0.09,0.0,0.7670180797576904,0.0,0.6218758225440979,1880.0,1880.0,3
10006.0,11006.0,7006.0,12006.0,2.21,1.0,0.0,-0.91,1.0,0.933533251285553,1.0,0.9311177730560303,840.0,840.0,3
6006.0,6006.0,6006.0,6006.0,2.33,1.0,0.0,-0.81,1.0,0.8992673754692078,1.0,0.899933397769928,620.0,620.0,3
7006.0,8006.0,7006.0,8006.0,1.32,1.0,0.0,-0.96,1.0,0.9040719270706177,1.0,0.9078191518783569,640.0,640.0,3
8006.0,10006.0,8006.0,11006.0,2.16,1.0,0.0,-0.68,1.0,0.9328548312187195,1.0,0.936761736869812,720.0,720.0,3
7006.0,5006.0,6006.0,6006.0,1.47,1.0,0.0,-0.62,1.0,0.9186411499977112,1.0,0.9153582453727722,600.0,600.0,3
7006.0,9006.0,8006.0,8006.0,2.02,1.0,0.0,-0.73,1.0,0.9217188358306885,1.0,0.9206084609031677,620.0,620.0,3
7006.0,9006.0,7006.0,9006.0,1.67,1.0,0.0,-0.18,0.0,0.09915611892938614,0.0,0.101487897336483,640.0,640.0,3
8006.0,13006.0,8006.0,13006.0,1.79,1.0,0.0,-0.65,1.0,0.9570198655128479,1.0,0.9547901153564453,1000.0,1000.0,3
8006.0,10006.0,7006.0,10006.0,1.01,1.0,0.0,-0.72,1.0,0.9200479984283447,1.0,0.9131520986557007,880.0,880.0,3
8006.0,9006.0,9006.0,5006.0,2.18,1.0,0.0,-0.46,1.0,0.9149456024169922,1.0,0.9202753901481628,540.0,540.0,3
8006.0,7006.0,8006.0,9006.0,1.46,1.0,0.0,-0.86,1.0,0.9306018352508545,1.0,0.938374400138855,600.0,600.0,3
9006.0,5006.0,7006.0,9006.0,1.07,1.0,0.0,-0.21,1.0,0.7728181481361389,1.0,0.8599822521209717,680.0,680.0,3
8006.0,8006.0,8006.0,8006.0,1.01,1.0,0.0,-0.93,1.0,0.8905820846557617,1.0,0.894204318523407,580.0,580.0,3
8006.0,8006.0,7006.0,7006.0,1.52,1.0,0.0,-0.02,0.0,0.11403947323560715,0.0,0.11503872275352478,520.0,520.0,3
5006.0,6006.0,6006.0,5006.0,1.77,1.0,0.0,-0.24,0.0,0.19963370263576508,0.0,0.21195471286773682,540.0,540.0,3
7006.0,11006.0,8006.0,11006.0,1.01,1.0,0.0,-0.8,1.0,0.9352171421051025,1.0,0.9359440207481384,760.0,760.0,3
9006.0,10006.0,9006.0,10006.0,1.92,1.0,0.0,-0.99,1.0,0.8903657793998718,1.0,0.8902658224105835,600.0,600.0,3
6006.0,6006.0,7006.0,8006.0,1.12,1.0,0.0,-0.19,1.0,0.9036972522735596,1.0,0.9026979804039001,720.0,720.0,3
7006.0,8006.0,7006.0,8006.0,1.76,1.0,0.0,-0.3,0.0,0.13652260601520538,0.0,0.13627278804779053,560.0,560.0,3
10006.0,6006.0,8006.0,7006.0,1.06,1.0,0.0,-0.28,1.0,0.9011592864990234,1.0,0.908454954624176,660.0,660.0,3
8006.0,9006.0,8006.0,11006.0,1.79,1.0,0.0,-0.24,0.0,0.0764128640294075,0.0,0.0770488828420639,800.0,800.0,3
7006.0,8006.0,8006.0,8006.0,1.63,1.0,0.0,-0.93,1.0,0.9220584630966187,1.0,0.9178116321563721,680.0,680.0,3
8006.0,6006.0,8006.0,9006.0,2.52,1.0,0.0,-0.65,1.0,0.9230512976646423,1.0,0.9267154932022095,660.0,660.0,3
9006.0,7006.0,7006.0,7006.0,1.09,1.0,0.0,-0.89,1.0,0.9080612659454346,1.0,0.9041749835014343,580.0,580.0,3
6006.0,5006.0,7006.0,7006.0,1.26,1.0,0.0,-0.15,0.0,0.11119040846824646,0.0,0.11119040846824646,580.0,580.0,3
7006.0,11006.0,8006.0,12006.0,1.01,1.0,0.0,-0.38,1.0,0.9429451823234558,1.0,0.9449442028999329,940.0,940.0,3
7006.0,10006.0,7006.0,9006.0,2.52,1.0,0.0,-0.67,1.0,0.9120527505874634,1.0,0.9135518670082092,780.0,780.0,3
8006.0,17006.0,9006.0,18006.0,2.67,1.0,0.0,-0.94,1.0,0.9592913389205933,1.0,0.9594579339027405,1380.0,1380.0,3
6006.0,8006.0,6006.0,6006.0,1.29,1.0,0.0,-0.69,1.0,0.9136897325515747,1.0,0.9138146638870239,680.0,680.0,3
7006.0,10006.0,7006.0,11006.0,2.04,1.0,0.0,-0.68,0.0,0.04906414821743965,0.0,0.04824640974402428,820.0,820.0,3
8006.0,9006.0,9006.0,9006.0,2.0,1.0,0.0,-0.28,0.0,0.10948256403207779,0.0,0.10104374587535858,620.0,620.0,3
9006.0,10006.0,9006.0,9006.0,1.67,1.0,0.0,-0.37,0.0,0.07895262539386749,0.0,0.07245652377605438,660.0,660.0,3
8006.0,8006.0,8006.0,8006.0,1.5,1.0,0.0,-0.12,0.0,0.2212090939283371,0.0,0.2456907331943512,540.0,540.0,3
7006.0,7006.0,8006.0,7006.0,1.22,1.0,0.0,-0.53,1.0,0.935798168182373,1.0,0.9374219179153442,580.0,580.0,3
7006.0,9006.0,8006.0,9006.0,1.01,1.0,0.0,-0.88,1.0,0.9280479550361633,1.0,0.9264934659004211,680.0,680.0,3
8006.0,8006.0,9006.0,8006.0,2.13,1.0,0.0,-0.29,0.0,0.11658894270658493,0.0,0.12069731205701828,540.0,540.0,3
8006.0,13006.0,8006.0,12006.0,2.1,1.0,0.0,-0.25,0.0,0.1460864245891571,0.0,0.10472089797258377,880.0,880.0,3
8006.0,18006.0,9006.0,18006.0,1.84,1.0,0.0,-0.44,0.0,0.18005108833312988,0.0,0.18349438905715942,1140.0,1140.0,3
7006.0,7006.0,7006.0,7006.0,1.29,1.0,0.0,-0.24,0.0,0.18598344922065735,0.0,0.18912361562252045,600.0,600.0,3
6006.0,7006.0,6006.0,5006.0,1.4,1.0,0.0,-0.51,1.0,0.9059377908706665,1.0,0.9070796370506287,580.0,580.0,3
7006.0,12006.0,8006.0,11006.0,2.02,1.0,0.0,-0.48,1.0,0.9095452427864075,1.0,0.9295352101325989,880.0,880.0,3
11006.0,12006.0,7006.0,12006.0,2.39,1.0,0.0,-0.58,0.0,0.10053306818008423,0.0,0.1141929030418396,940.0,940.0,3
10006.0,7006.0,6006.0,10006.0,2.72,1.0,0.0,-0.97,1.0,0.9289426207542419,1.0,0.9334399104118347,780.0,780.0,3
12006.0,16006.0,9006.0,14006.0,2.42,1.0,0.0,-0.89,1.0,0.9691990613937378,1.0,0.971198320388794,1280.0,1280.0,3
