,agent1_strategy,agent1_reward,agent2_strategy,agent2_reward,temptation,reward,punishment,sucker,agent1_final_strategy,agent1_defection_ratio,agent2_final_strategy,agent2_defection_ratio,agent1_updating_times,agent2_updating_times,model,game
140,3000.0,1000.0,3000.0,1000.0,0.95,1.0,0.0,-0.56,1.0,0.9683333039283752,1.0,0.9710000157356262,750.0,750.0,alternative,SH
141,3000.0,4000.0,4000.0,4000.0,0.26,1.98,0.0,-0.74,0.0,0.0232500005513429,0.0,0.0274999998509883,1000.0,1000.0,alternative,SH
142,3000.0,4000.0,3000.0,4000.0,0.5,1.0,0.0,-1.36,1.0,0.975499987602234,1.0,0.9735000133514404,1000.0,1000.0,alternative,SH
143,3000.0,1000.0,4000.0,1000.0,0.3,3.64,0.0,-0.7000000000000002,1.0,0.944000005722046,1.0,0.9707499742507936,750.0,1000.0,alternative,SH
144,3000.0,5000.0,6000.0,6000.0,0.29,1.04,0.0,-0.7100000000000001,0.0,0.0209999997168779,0.0,0.0191666670143604,1250.0,1500.0,alternative,SH
145,3000.0,5000.0,3000.0,5000.0,0.05,2.65,0.0,-0.95,0.0,0.0179999992251396,0.0,0.0179999992251396,1250.0,1250.0,alternative,SH
146,3000.0,2000.0,3000.0,2000.0,0.61,1.25,0.0,-0.39,0.0,0.0326666682958602,0.0,0.0293333325535058,750.0,750.0,alternative,SH
147,3000.0,1000.0,3000.0,1000.0,0.5,2.08,0.0,-0.5,1.0,0.9506666660308838,1.0,0.9626666903495787,750.0,750.0,alternative,SH
148,3000.0,3000.0,3000.0,3000.0,0.06,2.19,0.0,-0.94,0.0,0.0783333331346511,0.0,0.0943333357572555,750.0,750.0,alternative,SH
149,3000.0,4000.0,3000.0,3000.0,0.28,1.0,0.0,-0.98,0.0,0.0264999996870756,0.0,0.0252500008791685,1000.0,750.0,alternative,SH
150,3000.0,4000.0,3000.0,4000.0,0.9,3.88,0.0,-0.1,0.0,0.025000000372529,0.0,0.0219999998807907,1000.0,1000.0,alternative,SH
151,3000.0,2000.0,3000.0,2000.0,0.24,3.1,0.0,-0.7600000000000002,0.0,0.0266666673123836,0.0,0.0303333327174186,750.0,750.0,alternative,SH
152,7000.0,9000.0,3000.0,9000.0,0.15,3.76,0.0,-0.8500000000000001,0.0,0.014555555768311,0.0,0.0107777779921889,2250.0,2250.0,alternative,SH
153,3000.0,13000.0,10000.0,13000.0,0.49,3.58,0.0,-0.5099999999999998,0.0,0.0125384619459509,0.0,0.018538461998105,3250.0,3250.0,alternative,SH
154,3000.0,4000.0,3000.0,4000.0,0.98,2.39,0.0,-0.0199999999999995,0.0,0.0234999991953372,0.0,0.0462500005960464,1000.0,1000.0,alternative,SH
155,4000.0,1000.0,3000.0,1000.0,0.25,3.69,0.0,-0.75,1.0,0.977500021457672,1.0,0.9729999899864196,1000.0,750.0,alternative,SH
156,3000.0,1000.0,3000.0,1000.0,0.67,1.0,0.0,-0.98,1.0,0.977999985218048,1.0,0.9733333587646484,750.0,750.0,alternative,SH
157,3000.0,2000.0,3000.0,2000.0,0.76,1.0,0.0,-0.4599999999999999,0.0,0.0213333331048488,0.0,0.0326666682958602,750.0,750.0,alternative,SH
158,3000.0,1000.0,3000.0,4000.0,0.24,1.0,0.0,-1.58,1.0,0.9762499928474426,1.0,0.975250005722046,750.0,1000.0,alternative,SH
159,3000.0,2000.0,3000.0,2000.0,0.72,1.3,0.0,-0.28,0.0,0.0296666659414768,0.0,0.0576666668057441,750.0,750.0,alternative,SH
160,3000.0,1000.0,3000.0,1000.0,0.37,1.55,0.0,-0.63,1.0,0.9693333506584167,1.0,0.9746666550636292,750.0,750.0,alternative,SH
161,3000.0,4000.0,3000.0,6000.0,0.63,1.09,0.0,-0.3700000000000001,0.0,0.0148333329707384,0.0,0.0186666660010814,1000.0,1500.0,alternative,SH
162,3000.0,6000.0,3000.0,6000.0,0.63,3.31,0.0,-0.3700000000000001,0.0,0.0263333339244127,0.0,0.0333333350718021,1500.0,1500.0,alternative,SH
163,3000.0,4000.0,3000.0,3000.0,0.54,1.43,0.0,-0.4599999999999999,0.0,0.0197500009089708,0.0,0.0237499997019767,1000.0,750.0,alternative,SH
164,3000.0,3000.0,3000.0,1000.0,0.1,1.12,0.0,-0.9000000000000001,1.0,0.9769999980926514,1.0,0.9723333120346068,750.0,750.0,alternative,SH
165,22000.0,22000.0,3000.0,23000.0,0.83,2.17,0.0,-0.1699999999999999,0.0,0.0087826084345579,0.0,0.0084347827360033,5500.0,5750.0,alternative,SH
166,3000.0,1000.0,3000.0,1000.0,0.32,1.0,0.0,-1.12,1.0,0.9729999899864196,1.0,0.9726666808128356,750.0,750.0,alternative,SH
167,3000.0,6000.0,3000.0,6000.0,0.19,3.21,0.0,-0.81,0.0,0.0170000009238719,0.0,0.0191666670143604,1500.0,1500.0,alternative,SH
168,3000.0,5000.0,3000.0,6000.0,0.05,1.0,0.0,-1.65,0.0,0.0149999996647238,0.0,0.0179999992251396,1250.0,1500.0,alternative,SH
169,3000.0,5000.0,3000.0,5000.0,0.59,3.95,0.0,-0.4100000000000001,0.0,0.0240000002086162,0.0,0.0392000004649162,1250.0,1250.0,alternative,SH
170,3000.0,3000.0,3000.0,3000.0,0.67,3.09,0.0,-0.33,0.0,0.0659999996423721,0.0,0.070333331823349,750.0,750.0,alternative,SH
171,3000.0,1000.0,3000.0,1000.0,0.03,1.0,0.0,-1.18,1.0,0.9663333296775818,1.0,0.9649999737739564,750.0,750.0,alternative,SH
172,3000.0,1000.0,3000.0,1000.0,0.51,1.0,0.0,-1.47,1.0,0.977999985218048,1.0,0.9683333039283752,750.0,750.0,alternative,SH
173,3000.0,4000.0,3000.0,1000.0,0.23,3.26,0.0,-0.77,1.0,0.9769999980926514,1.0,0.97775000333786,1000.0,750.0,alternative,SH
174,3000.0,1000.0,3000.0,1000.0,0.64,2.83,0.0,-0.3599999999999999,1.0,0.9760000109672546,1.0,0.9683333039283752,750.0,750.0,alternative,SH
175,3000.0,4000.0,3000.0,5000.0,0.18,2.92,0.0,-0.8199999999999998,1.0,0.9842000007629396,1.0,0.9782000184059144,1000.0,1250.0,alternative,SH
176,3000.0,1000.0,3000.0,1000.0,0.69,3.09,0.0,-0.31,1.0,0.9626666903495787,1.0,0.9726666808128356,750.0,750.0,alternative,SH
177,3000.0,1000.0,3000.0,4000.0,0.39,1.0,0.0,-1.31,1.0,0.9732499718666076,1.0,0.9800000190734864,750.0,1000.0,alternative,SH
178,3000.0,6000.0,3000.0,5000.0,0.93,1.43,0.0,-0.0699999999999998,0.0,0.014333332888782,0.0,0.0183333326131105,1500.0,1250.0,alternative,SH
179,3000.0,2000.0,3000.0,1000.0,0.14,1.0,0.0,-1.4,1.0,0.9539999961853028,1.0,0.9673333168029784,750.0,750.0,alternative,SH
180,3000.0,5000.0,3000.0,5000.0,0.34,3.45,0.0,-0.6600000000000001,0.0,0.0140000004321336,0.0,0.0219999998807907,1250.0,1250.0,alternative,SH
181,4000.0,9000.0,3000.0,9000.0,0.12,2.49,0.0,-0.8800000000000003,0.0,0.0140000004321336,0.0,0.014333332888782,2250.0,2250.0,alternative,SH
182,4000.0,1000.0,3000.0,1000.0,0.92,1.32,0.0,-0.08,1.0,0.9692500233650208,1.0,0.959500014781952,1000.0,750.0,alternative,SH
183,3000.0,1000.0,3000.0,1000.0,0.87,1.0,0.0,-0.88,1.0,0.9773333072662354,1.0,0.9459999799728394,750.0,750.0,alternative,SH
184,3000.0,7000.0,3000.0,7000.0,0.26,1.24,0.0,-0.74,0.0,0.0294285714626312,0.0,0.0267142858356237,1750.0,1750.0,alternative,SH
185,3000.0,3000.0,3000.0,1000.0,0.66,1.3,0.0,-0.3400000000000001,1.0,0.9763333201408386,1.0,0.9653333425521852,750.0,750.0,alternative,SH
186,3000.0,1000.0,3000.0,1000.0,0.81,2.92,0.0,-0.1899999999999999,1.0,0.962000012397766,1.0,0.968999981880188,750.0,750.0,alternative,SH
187,3000.0,1000.0,5000.0,1000.0,0.55,2.55,0.0,-0.4499999999999997,1.0,0.9854000210762024,1.0,0.97979998588562,750.0,1250.0,alternative,SH
188,3000.0,3000.0,3000.0,3000.0,0.53,3.55,0.0,-0.4699999999999997,0.0,0.0240000002086162,0.0,0.0293333325535058,750.0,750.0,alternative,SH
189,5000.0,4000.0,5000.0,4000.0,0.25,1.89,0.0,-0.75,0.0,0.0238000005483627,0.0,0.0377999991178512,1250.0,1250.0,alternative,SH
190,3000.0,2000.0,3000.0,2000.0,0.1,1.0,0.0,-1.42,0.0,0.0280000008642673,0.0,0.0323333330452442,750.0,750.0,alternative,SH
191,3000.0,3000.0,3000.0,3000.0,0.89,2.85,0.0,-0.1099999999999998,0.0,0.036666665226221,0.0,0.0633333325386047,750.0,750.0,alternative,SH
192,3000.0,3000.0,3000.0,3000.0,0.89,3.04,0.0,-0.1099999999999998,0.0,0.0199999995529651,0.0,0.0280000008642673,750.0,750.0,alternative,SH
193,3000.0,3000.0,3000.0,2000.0,0.63,2.25,0.0,-0.3700000000000001,0.0,0.0549999997019767,0.0,0.0606666654348373,750.0,750.0,alternative,SH
194,3000.0,7000.0,3000.0,7000.0,0.34,3.08,0.0,-0.6600000000000001,0.0,0.0258571431040763,0.0,0.0332857146859169,1750.0,1750.0,alternative,SH
195,3000.0,3000.0,3000.0,3000.0,0.35,1.98,0.0,-0.6499999999999999,0.0,0.0480000004172325,0.0,0.036666665226221,750.0,750.0,alternative,SH
196,3000.0,7000.0,3000.0,7000.0,0.72,2.09,0.0,-0.2799999999999998,0.0,0.0155714284628629,0.0,0.0135714281350374,1750.0,1750.0,alternative,SH
197,3000.0,2000.0,3000.0,2000.0,0.89,1.71,0.0,-0.1099999999999998,0.0,0.0226666666567325,0.0,0.0649999976158142,750.0,750.0,alternative,SH
198,3000.0,1000.0,3000.0,1000.0,0.88,1.0,0.0,-1.02,1.0,0.9766666889190674,1.0,0.9480000138282776,750.0,750.0,alternative,SH
199,3000.0,1000.0,3000.0,1000.0,0.77,1.0,0.0,-0.7999999999999999,1.0,0.9729999899864196,1.0,0.946333348751068,750.0,750.0,alternative,SH
200,12811.0,10842.0,10842.0,10842.0,0.04,1.5,0.0,-0.96,1.0,0.910389482975006,1.0,0.914604663848877,1060.0,1060.0,episodic,SH
201,11823.0,11823.0,10842.0,10842.0,0.63,3.8,0.0,-0.3700000000000001,0.0,0.1056415438652038,0.0,0.1070794239640235,980.0,980.0,episodic,SH
202,10832.0,22647.0,21664.0,22647.0,0.32,2.93,0.0,-0.6799999999999997,0.0,0.0584624893963336,0.0,0.0610676929354667,2050.0,2050.0,episodic,SH
203,11832.0,16754.0,13803.0,16754.0,0.51,2.39,0.0,-0.4899999999999997,0.0,0.0762206017971038,0.0,0.0766384154558181,1430.0,1430.0,episodic,SH
204,13793.0,14782.0,13793.0,12805.0,0.9,1.0,0.0,-0.48,0.0,0.6524150967597961,0.0,0.617304801940918,1220.0,1220.0,episodic,SH
205,9853.0,8866.0,10839.0,6897.0,0.25,1.0,0.0,-1.13,1.0,0.8963926434516907,1.0,0.8943629264831543,930.0,930.0,episodic,SH
206,12817.0,12817.0,11831.0,12817.0,0.41,1.0,0.0,-1.36,1.0,0.8915503025054932,1.0,0.8963876366615295,1060.0,1060.0,episodic,SH
207,11835.0,13812.0,10848.0,13812.0,0.75,3.46,0.0,-0.25,0.0,0.0950622633099556,0.0,0.0899218097329139,1140.0,1140.0,episodic,SH
208,10841.0,11827.0,11827.0,11827.0,0.23,2.4,0.0,-0.77,0.0,0.1073814183473587,0.0,0.1081423833966255,970.0,970.0,episodic,SH
209,11843.0,8873.0,11843.0,10853.0,0.09,2.83,0.0,-0.91,1.0,0.8902305364608765,1.0,0.8844887018203735,950.0,950.0,episodic,SH
210,13794.0,10842.0,11820.0,12809.0,0.29,1.0,0.0,-1.63,1.0,0.9033637642860411,1.0,0.9039437174797058,1130.0,1130.0,episodic,SH
211,10832.0,11816.0,10832.0,11816.0,0.17,3.88,0.0,-0.8300000000000001,0.0,0.0939404219388961,0.0,0.0963947176933288,1060.0,1060.0,episodic,SH
212,12825.0,16760.0,15773.0,16760.0,0.92,3.33,0.0,-0.08,0.0,0.0931384265422821,0.0,0.0936157554388046,1350.0,1350.0,episodic,SH
213,12820.0,11840.0,11840.0,12820.0,0.8,1.0,0.0,-0.35,0.0,0.3252730071544647,0.0,0.331669270992279,1040.0,1040.0,episodic,SH
214,9843.0,4931.0,9843.0,5910.0,0.63,1.0,0.0,-0.64,1.0,0.8724982142448425,1.0,0.874123752117157,890.0,890.0,episodic,SH
215,10863.0,10863.0,12832.0,12832.0,0.86,1.0,0.0,-0.41,0.0,0.3025249242782593,0.0,0.3082917630672455,970.0,970.0,episodic,SH
216,10835.0,8872.0,10835.0,11819.0,0.8,1.22,0.0,-0.1999999999999999,0.0,0.1013622134923935,0.0,0.0978932231664657,1050.0,1050.0,episodic,SH
217,11826.0,12816.0,12816.0,12816.0,0.19,2.1,0.0,-0.81,0.0,0.0948033705353736,0.0,0.0937890112400055,1000.0,1000.0,episodic,SH
218,9847.0,9847.0,10829.0,9847.0,0.88,1.73,0.0,-0.1200000000000001,0.0,0.1004709601402282,0.0,0.0997321978211402,980.0,980.0,episodic,SH
219,12798.0,12798.0,11824.0,12798.0,0.54,1.16,0.0,-0.4599999999999998,0.0,0.1050945445895195,0.0,0.1039224863052368,1050.0,1050.0,episodic,SH
220,10823.0,8849.0,10823.0,9843.0,0.8,2.45,0.0,-0.2000000000000001,0.0,0.0998798832297325,0.0,0.1032985299825668,1000.0,1000.0,episodic,SH
221,24622.0,23640.0,23640.0,23640.0,0.89,1.0,0.0,-0.55,0.0,0.770246148109436,0.0,0.7976606488227844,2140.0,2140.0,episodic,SH
222,9843.0,11814.0,10827.0,8859.0,0.32,1.17,0.0,-0.6799999999999999,0.0,0.1355171799659729,0.0,0.1317081451416015,1040.0,1040.0,episodic,SH
223,11824.0,9862.0,11824.0,6914.0,0.12,1.47,0.0,-0.88,1.0,0.8826962113380432,1.0,0.8827807903289795,970.0,970.0,episodic,SH
224,11830.0,16761.0,10849.0,16761.0,0.23,1.82,0.0,-0.7699999999999998,0.0,0.066523477435112,0.0,0.0652109086513519,1390.0,1390.0,episodic,SH
225,10839.0,12817.0,12817.0,12817.0,0.43,3.14,0.0,-0.5699999999999998,0.0,0.0832488089799881,0.0,0.0821565091609954,1070.0,1070.0,episodic,SH
226,9852.0,8862.0,11820.0,8862.0,0.81,1.0,0.0,-0.3899999999999999,0.0,0.4641285836696625,0.0,0.4611675143241882,1030.0,1030.0,episodic,SH
227,11823.0,16728.0,10833.0,16728.0,0.85,2.06,0.0,-0.1499999999999999,0.0,0.0693448111414909,0.0,0.0662960335612297,1490.0,1490.0,episodic,SH
228,10809.0,13775.0,13775.0,10809.0,0.02,2.37,0.0,-0.98,0.0,0.0854446440935134,0.0,0.0882758647203445,1230.0,1230.0,episodic,SH
229,10852.0,11837.0,11837.0,7894.0,0.51,1.0,0.0,-1.3,1.0,0.9008194804191588,1.0,0.8967643976211548,990.0,990.0,episodic,SH
230,11838.0,13809.0,11838.0,14789.0,0.42,2.43,0.0,-0.5799999999999998,0.0,0.1004800871014595,0.0,0.0970315784215927,1180.0,1180.0,episodic,SH
231,11830.0,6898.0,10841.0,12815.0,0.23,1.0,0.0,-1.09,1.0,0.9045649766921996,1.0,0.9025360941886902,1070.0,1070.0,episodic,SH
232,11815.0,12802.0,10830.0,14780.0,0.13,1.0,0.0,-1.61,1.0,0.9181326031684875,1.0,0.9164411425590516,1270.0,1270.0,episodic,SH
233,11846.0,13818.0,12836.0,13818.0,0.34,3.8,0.0,-0.6600000000000001,0.0,0.0872774645686149,0.0,0.0858300775289535,1130.0,1130.0,episodic,SH
234,11834.0,19714.0,10848.0,18730.0,0.93,3.86,0.0,-0.0699999999999998,0.0,0.0678705498576164,0.0,0.0687836036086082,1680.0,1680.0,episodic,SH
235,10822.0,9838.0,10822.0,9838.0,0.33,3.23,0.0,-0.6699999999999999,0.0,0.1068194434046745,0.0,0.1088523343205452,960.0,960.0,episodic,SH
236,12807.0,14778.0,13798.0,14778.0,0.52,1.22,0.0,-0.48,0.0,0.0967654585838317,0.0,0.0950737595558166,1200.0,1200.0,episodic,SH
237,11832.0,10848.0,12817.0,10848.0,0.7,1.0,0.0,-0.91,1.0,0.902551293373108,1.0,0.9039556980133056,1050.0,1050.0,episodic,SH
238,10830.0,18695.0,11814.0,17715.0,0.37,2.74,0.0,-0.6300000000000003,0.0,0.0639743283390998,0.0,0.0661674216389656,1680.0,1680.0,episodic,SH
239,11828.0,10840.0,12811.0,10840.0,0.96,1.76,0.0,-0.04,0.0,0.097025990486145,0.0,0.0986652076244354,1070.0,1070.0,episodic,SH
240,11820.0,10842.0,11820.0,11820.0,0.95,1.0,0.0,-0.56,1.0,0.8983925580978394,1.0,0.9038071036338806,1030.0,1030.0,episodic,SH
241,10828.0,12799.0,10828.0,12799.0,0.26,1.98,0.0,-0.74,0.0,0.0823501870036125,0.0,0.0836784094572067,1120.0,1120.0,episodic,SH
242,11848.0,8889.0,11848.0,10859.0,0.5,1.0,0.0,-1.36,1.0,0.8946657776832581,1.0,0.894834578037262,990.0,990.0,episodic,SH
243,11823.0,17745.0,13794.0,17745.0,0.3,3.64,0.0,-0.7000000000000002,0.0,0.0752888172864914,0.0,0.0715694576501846,1470.0,1470.0,episodic,SH
244,10828.0,5914.0,10828.0,8866.0,0.29,1.04,0.0,-0.7100000000000001,1.0,0.8828038573265076,1.0,0.8786479234695435,930.0,930.0,episodic,SH
245,11801.0,7869.0,9835.0,8854.0,0.05,2.65,0.0,-0.95,1.0,0.8871282339096069,1.0,0.891110897064209,1060.0,1060.0,episodic,SH
246,10828.0,8865.0,10828.0,10828.0,0.61,1.25,0.0,-0.39,0.0,0.1251385360956192,0.0,0.1192279309034347,900.0,900.0,episodic,SH
247,9846.0,9846.0,10831.0,8866.0,0.5,2.08,0.0,-0.5,0.0,0.1156864538788795,0.0,0.1132859364151954,970.0,970.0,episodic,SH
248,9870.0,8879.0,11837.0,6909.0,0.06,2.19,0.0,-0.94,1.0,0.9042831659317015,1.0,0.9018332362174988,940.0,940.0,episodic,SH
249,10846.0,11831.0,11831.0,11831.0,0.28,1.0,0.0,-0.98,1.0,0.8859775066375732,1.0,0.8835263252258301,990.0,990.0,episodic,SH
250,10843.0,16753.0,10843.0,16753.0,0.9,3.88,0.0,-0.1,0.0,0.0728227794170379,0.0,0.0741359740495681,1410.0,1410.0,episodic,SH
251,10847.0,18712.0,18712.0,18712.0,0.24,3.1,0.0,-0.7600000000000002,0.0,0.0760474577546119,0.0,0.0750320628285408,1610.0,1610.0,episodic,SH
252,11817.0,11817.0,11817.0,11817.0,0.15,3.76,0.0,-0.8500000000000001,0.0,0.105102814733982,0.0,0.110095627605915,1010.0,1010.0,episodic,SH
253,10847.0,15774.0,11837.0,15774.0,0.49,3.58,0.0,-0.5099999999999998,0.0,0.0833650305867195,0.0,0.0855838730931282,1360.0,1360.0,episodic,SH
254,10829.0,12804.0,12804.0,13788.0,0.98,2.39,0.0,-0.0199999999999995,0.0,0.0831882804632186,0.0,0.0815926864743232,1190.0,1190.0,episodic,SH
255,10831.0,16740.0,11817.0,16740.0,0.25,3.69,0.0,-0.75,0.0,0.0760454013943672,0.0,0.0798088386654853,1400.0,1400.0,episodic,SH
256,9854.0,7879.0,10834.0,7879.0,0.67,1.0,0.0,-0.98,1.0,0.8908067345619202,1.0,0.894868016242981,970.0,970.0,episodic,SH
257,9840.0,3951.0,10826.0,7872.0,0.76,1.0,0.0,-0.4599999999999999,1.0,0.8839830160140991,1.0,0.8922039270401001,1010.0,1010.0,episodic,SH
258,10832.0,8868.0,10832.0,9852.0,0.24,1.0,0.0,-1.58,1.0,0.8834933638572693,1.0,0.875830888748169,970.0,970.0,episodic,SH
259,10840.0,9847.0,11826.0,11826.0,0.72,1.3,0.0,-0.28,0.0,0.0947911366820335,0.0,0.1007103025913238,1030.0,1030.0,episodic,SH
260,11843.0,11843.0,10856.0,11843.0,0.37,1.55,0.0,-0.63,0.0,0.1038588210940361,0.0,0.1068141534924507,960.0,960.0,episodic,SH
261,10839.0,11820.0,10839.0,10839.0,0.63,1.09,0.0,-0.3700000000000001,0.0,0.0854483917355537,0.0,0.0834179371595382,1010.0,1010.0,episodic,SH
262,12827.0,12827.0,12827.0,12827.0,0.63,3.31,0.0,-0.3700000000000001,0.0,0.1139783263206482,0.0,0.1101582571864128,1070.0,1070.0,episodic,SH
263,10839.0,9852.0,10839.0,10839.0,0.54,1.43,0.0,-0.4599999999999999,0.0,0.1200295239686966,0.0,0.1090506538748741,910.0,910.0,episodic,SH
264,11827.0,6905.0,11827.0,9857.0,0.1,1.12,0.0,-0.9000000000000001,1.0,0.8943096399307251,1.0,0.9008201360702516,990.0,990.0,episodic,SH
265,9838.0,10822.0,10822.0,9838.0,0.83,2.17,0.0,-0.1699999999999999,0.0,0.1042321175336837,0.0,0.1045093312859535,970.0,970.0,episodic,SH
266,10812.0,6886.0,9833.0,8850.0,0.32,1.0,0.0,-1.12,1.0,0.9010359048843384,1.0,0.9003884792327881,1070.0,1070.0,episodic,SH
267,11822.0,18714.0,12801.0,18714.0,0.19,3.21,0.0,-0.81,0.0,0.0654590129852294,0.0,0.0658865049481391,1550.0,1550.0,episodic,SH
268,11827.0,9856.0,10840.0,9856.0,0.05,1.0,0.0,-1.65,1.0,0.886953592300415,1.0,0.8886446356773376,930.0,930.0,episodic,SH
269,11834.0,14778.0,13791.0,14778.0,0.59,3.95,0.0,-0.4100000000000001,0.0,0.0789687409996986,0.0,0.0782920569181442,1230.0,1230.0,episodic,SH
270,10838.0,10838.0,10838.0,10838.0,0.67,3.09,0.0,-0.33,0.0,0.1134895756840705,0.0,0.1132127717137336,950.0,950.0,episodic,SH
271,10836.0,7888.0,11829.0,11829.0,0.03,1.0,0.0,-1.18,1.0,0.9022740721702576,1.0,0.8990616202354431,960.0,960.0,episodic,SH
272,10851.0,10851.0,13808.0,13808.0,0.51,1.0,0.0,-1.47,1.0,0.911283314228058,1.0,0.9131662845611572,1140.0,1140.0,episodic,SH
273,11835.0,9865.0,11835.0,8878.0,0.23,3.26,0.0,-0.77,1.0,0.894381046295166,1.0,0.9018166661262512,960.0,960.0,episodic,SH
274,10846.0,11830.0,11830.0,12815.0,0.64,2.83,0.0,-0.3599999999999999,0.0,0.0934061631560325,0.0,0.0973858758807182,1100.0,1100.0,episodic,SH
275,9856.0,10836.0,9856.0,10836.0,0.18,2.92,0.0,-0.8199999999999998,0.0,0.0996677726507186,0.0,0.1017903313040733,950.0,950.0,episodic,SH
276,22690.0,21710.0,12835.0,21710.0,0.69,3.09,0.0,-0.31,0.0,0.0606875270605087,0.0,0.060070514678955,1880.0,1880.0,episodic,SH
277,11813.0,7876.0,11813.0,8864.0,0.39,1.0,0.0,-1.31,1.0,0.9086599349975586,1.0,0.9102683663368224,1030.0,1030.0,episodic,SH
